amfi_code,sharpe_ratio
100016,-0.20151706755966942
100025,-0.5670947928476845
100033,1.0936987435346315
101206,1.0272133278753697
101207,0.1626607692864677
101208,-0.8155673679088261
102885,0.8170993373494365
102886,-0.2058316078547032
102887,0.6195175900829826
118632,1.0816591793457035
118633,0.6452074382933211
118634,0.4484340089089914
118635,0.6648569985490616
118636,-0.3566295075143679
119092,0.030784850954585923
119093,0.1296144979566932
119094,0.9982309868636414
119095,-0.07597357117478916
119120,-0.22657538662791585
119551,1.2082665673727175
119552,0.9532794968660094
119598,0.9453082575156093
119599,-0.057186625828179925
120503,0.7979728586052853
120504,1.0265242847992997
120505,1.1801011976606492
120506,0.6488787755249537
120507,0.49572339295331247
120841,0.4942725378672353
120842,0.07599984804658923
120843,1.3067439695428409
120844,-0.08874729621557284
125497,0.775790249821121
125498,0.30061192104254764
148567,1.4482911703262595
148568,0.9262873467360144
148569,1.2349300257743294
149322,0.46403744922047724
149323,1.132121852474724
149324,0.9497958246616028
